,season,Var.4,Visitor/Neutral,PTS,Home/Neutral,PTS.1,playoffs
49239,2009,Box Score,Indiana Pacers,91,Chicago Bulls,104,0
49240,2009,Box Score,Utah Jazz,93,Cleveland Cavaliers,105,0
49241,2009,Box Score,New Orleans Hornets,82,Houston Rockets,91,0
49242,2009,Box Score,Golden State Warriors,121,Los Angeles Clippers,103,0
49243,2009,Box Score,Boston Celtics,102,Milwaukee Bucks,97,0
49244,2009,Box Score,Portland Trail Blazers,88,Minnesota Timberwolves,83,0
49245,2009,Box Score,Oklahoma City Thunder,85,Philadelphia 76ers,110,0
49246,2009,Box Score,Orlando Magic,90,Charlotte Bobcats,85,0
49247,2009,Box Score,Minnesota Timberwolves,84,Denver Nuggets,90,0
49248,2009,Box Score,Dallas Mavericks,124,New York Knicks,114,0
49249,2009,Box Score,Detroit Pistons,86,Phoenix Suns,104,0
49250,2009,Box Score,San Antonio Spurs,90,Sacramento Kings,88,0
49251,2009,Box Score,Miami Heat,96,Toronto Raptors,107,0
49252,2009,Box Score,San Antonio Spurs,86,Los Angeles Clippers,83,0
49253,2009,Box Score,Houston Rockets,100,Oklahoma City Thunder,89,0
49254,2009,Box Score,Phoenix Suns,97,Utah Jazz,109,0
49255,2009,Box Score,New York Knicks,101,Boston Celtics,110,0
49256,2009,Box Score,Dallas Mavericks,100,Charlotte Bobcats,83,0
49257,2009,Box Score,Milwaukee Bucks,105,Denver Nuggets,114,0
49258,2009,Box Score,Portland Trail Blazers,106,Golden State Warriors,111,0
49259,2009,Box Score,Atlanta Hawks,96,Indiana Pacers,113,0
49260,2009,Box Score,Chicago Bulls,109,Los Angeles Lakers,116,0
49261,2009,Box Score,Sacramento Kings,94,Memphis Grizzlies,109,0
49262,2009,Box Score,Cleveland Cavaliers,106,New Jersey Nets,82,0
49263,2009,Box Score,Toronto Raptors,90,Orlando Magic,103,0
49264,2009,Box Score,Miami Heat,94,Washington Wizards,87,0
49265,2009,Box Score,Washington Wizards,87,Atlanta Hawks,91,0
49266,2009,Box Score,Cleveland Cavaliers,89,Detroit Pistons,96,0
49267,2009,Box Score,Dallas Mavericks,96,Houston Rockets,86,0
49268,2009,Box Score,Toronto Raptors,101,Miami Heat,95,0
49269,2009,Box Score,Philadelphia 76ers,96,Minnesota Timberwolves,102,0
49270,2009,Box Score,Sacramento Kings,105,New Orleans Hornets,96,0
49271,2009,Box Score,Los Angeles Clippers,108,Oklahoma City Thunder,88,0
49272,2009,Box Score,Chicago Bulls,74,Portland Trail Blazers,116,0
49273,2009,Box Score,Denver Nuggets,91,San Antonio Spurs,81,0
49274,2009,Box Score,Milwaukee Bucks,94,Utah Jazz,105,0
49275,2009,Box Score,Detroit Pistons,80,Boston Celtics,98,0
49276,2009,Box Score,Los Angeles Lakers,105,Phoenix Suns,92,0
49277,2009,Box Score,Charlotte Bobcats,83,Atlanta Hawks,88,0
49278,2009,Box Score,Memphis Grizzlies,76,Dallas Mavericks,91,0
49279,2009,Box Score,Chicago Bulls,115,Golden State Warriors,110,0
49280,2009,Box Score,Orlando Magic,100,Indiana Pacers,98,0
49281,2009,Box Score,Denver Nuggets,90,Los Angeles Lakers,104,0
49282,2009,Box Score,New York Knicks,87,Milwaukee Bucks,104,0
49283,2009,Box Score,Boston Celtics,95,Minnesota Timberwolves,78,0
49284,2009,Box Score,New Orleans Hornets,105,Oklahoma City Thunder,80,0
49285,2009,Box Score,Los Angeles Clippers,88,Philadelphia 76ers,89,0
49286,2009,Box Score,Portland Trail Blazers,117,Sacramento Kings,96,0
49287,2009,Box Score,Utah Jazz,94,San Antonio Spurs,119,0
49288,2009,Box Score,New Jersey Nets,129,Toronto Raptors,127,0
49289,2009,Box Score,Houston Rockets,103,Washington Wizards,91,0
49290,2009,Box Score,Milwaukee Bucks,79,Charlotte Bobcats,74,0
49291,2009,Box Score,Atlanta Hawks,96,Cleveland Cavaliers,110,0
49292,2009,Box Score,Utah Jazz,103,Memphis Grizzlies,94,0
49293,2009,Box Score,Indiana Pacers,100,Miami Heat,109,0
49294,2009,Box Score,Los Angeles Clippers,95,New Jersey Nets,112,0
49295,2009,Box Score,Oklahoma City Thunder,97,New Orleans Hornets,109,0
49296,2009,Box Score,Washington Wizards,117,New York Knicks,122,0
49297,2009,Box Score,Houston Rockets,100,Orlando Magic,95,0
49298,2009,Box Score,Portland Trail Blazers,92,Phoenix Suns,102,0
49299,2009,Box Score,Chicago Bulls,101,Denver Nuggets,114,0
49300,2009,Box Score,Minnesota Timberwolves,106,Detroit Pistons,80,0
49301,2009,Box Score,Sacramento Kings,108,Los Angeles Lakers,118,0
49302,2009,Box Score,Golden State Warriors,81,Philadelphia 76ers,89,0
49303,2009,Box Score,Boston Celtics,118,Toronto Raptors,103,0
49304,2009,Box Score,Philadelphia 76ers,84,Charlotte Bobcats,93,0
49305,2009,Box Score,New Orleans Hornets,99,Los Angeles Clippers,87,0
49306,2009,Box Score,San Antonio Spurs,94,Memphis Grizzlies,81,0
49307,2009,Box Score,Houston Rockets,107,Miami Heat,98,0
49308,2009,Box Score,Milwaukee Bucks,101,Orlando Magic,108,0
49309,2009,Box Score,Sacramento Kings,90,Portland Trail Blazers,91,0
49310,2009,Box Score,Chicago Bulls,101,Utah Jazz,100,0
49311,2009,Box Score,Indiana Pacers,106,Dallas Mavericks,109,0
49312,2009,Box Score,New Jersey Nets,93,Los Angeles Lakers,120,0
49313,2009,Box Score,Cleveland Cavaliers,119,New York Knicks,101,0
49314,2009,Box Score,Phoenix Suns,99,Oklahoma City Thunder,98,0
49315,2009,Box Score,Golden State Warriors,100,Washington Wizards,124,0
49316,2009,Box Score,Milwaukee Bucks,96,Atlanta Hawks,102,0
49317,2009,Box Score,Golden State Warriors,111,Boston Celtics,119,0
49318,2009,Box Score,Oklahoma City Thunder,82,Cleveland Cavaliers,117,0
49319,2009,Box Score,New York Knicks,96,Detroit Pistons,110,0
49320,2009,Box Score,Indiana Pacers,91,Houston Rockets,90,0
49321,2009,Box Score,Denver Nuggets,106,Los Angeles Clippers,105,0
49322,2009,Box Score,Phoenix Suns,110,Minnesota Timberwolves,102,0
49323,2009,Box Score,Orlando Magic,96,Philadelphia 76ers,94,0
49324,2009,Box Score,Miami Heat,68,Portland Trail Blazers,106,0
49325,2009,Box Score,New Jersey Nets,116,Sacramento Kings,114,0
49326,2009,Box Score,Chicago Bulls,88,San Antonio Spurs,98,0
49327,2009,Box Score,Charlotte Bobcats,86,Toronto Raptors,93,0
49328,2009,Box Score,Memphis Grizzlies,100,Utah Jazz,117,0
49329,2009,Box Score,New Orleans Hornets,105,Denver Nuggets,101,0
49330,2009,Box Score,Orlando Magic,105,Washington Wizards,90,0
49331,2009,Box Score,Philadelphia 76ers,78,Boston Celtics,102,0
49332,2009,Box Score,Golden State Warriors,97,Cleveland Cavaliers,112,0
49333,2009,Box Score,Milwaukee Bucks,97,Detroit Pistons,107,0
49334,2009,Box Score,Charlotte Bobcats,115,Indiana Pacers,108,0
49335,2009,Box Score,Dallas Mavericks,107,Los Angeles Lakers,114,0
49336,2009,Box Score,Minnesota Timberwolves,105,Oklahoma City Thunder,103,0
49337,2009,Box Score,Miami Heat,107,Phoenix Suns,92,0
49338,2009,Box Score,New Orleans Hornets,86,Portland Trail Blazers,101,0
49339,2009,Box Score,Memphis Grizzlies,98,San Antonio Spurs,109,0
49340,2009,Box Score,Atlanta Hawks,88,Toronto Raptors,93,0
49341,2009,Box Score,Sacramento Kings,94,Utah Jazz,120,0
49342,2009,Box Score,Boston Celtics,89,Charlotte Bobcats,84,0
49343,2009,Box Score,San Antonio Spurs,84,Houston Rockets,103,0
49344,2009,Box Score,Miami Heat,96,Los Angeles Clippers,97,0
49345,2009,Box Score,Oklahoma City Thunder,111,Memphis Grizzlies,103,0
49346,2009,Box Score,Cleveland Cavaliers,97,Milwaukee Bucks,85,0
49347,2009,Box Score,Denver Nuggets,106,Minnesota Timberwolves,97,0
49348,2009,Box Score,Golden State Warriors,125,New York Knicks,138,0
49349,2009,Box Score,Indiana Pacers,96,Orlando Magic,110,0
49350,2009,Box Score,Dallas Mavericks,101,Sacramento Kings,78,0
49351,2009,Box Score,New Jersey Nets,105,Utah Jazz,88,0
49352,2009,Box Score,Atlanta Hawks,102,Washington Wizards,98,0
49353,2009,Box Score,Houston Rockets,94,Denver Nuggets,104,0
49354,2009,Box Score,Portland Trail Blazers,96,Detroit Pistons,85,0
49355,2009,Box Score,Toronto Raptors,99,Los Angeles Lakers,112,0
49356,2009,Box Score,Chicago Bulls,103,Philadelphia 76ers,92,0
49357,2009,Box Score,New Jersey Nets,117,Phoenix Suns,109,0
49358,2009,Box Score,Orlando Magic,88,Boston Celtics,107,0
49359,2009,Box Score,Minnesota Timberwolves,90,Charlotte Bobcats,100,0
49360,2009,Box Score,Miami Heat,130,Golden State Warriors,129,0
49361,2009,Box Score,Philadelphia 76ers,103,Chicago Bulls,95,0
49362,2009,Box Score,Los Angeles Clippers,98,Dallas Mavericks,100,0
49363,2009,Box Score,Toronto Raptors,93,Denver Nuggets,132,0
49364,2009,Box Score,Los Angeles Lakers,117,Indiana Pacers,118,0
49365,2009,Box Score,Washington Wizards,108,New Jersey Nets,88,0
49366,2009,Box Score,Portland Trail Blazers,104,New York Knicks,97,0
49367,2009,Box Score,Utah Jazz,99,Sacramento Kings,94,0
49368,2009,Box Score,Detroit Pistons,89,San Antonio Spurs,77,0
49369,2009,Box Score,Memphis Grizzlies,95,Atlanta Hawks,105,0
49370,2009,Box Score,Indiana Pacers,96,Boston Celtics,114,0
49371,2009,Box Score,Oklahoma City Thunder,97,Charlotte Bobcats,103,0
49372,2009,Box Score,New York Knicks,82,Cleveland Cavaliers,118,0
49373,2009,Box Score,Los Angeles Clippers,96,Houston Rockets,103,0
49374,2009,Box Score,Chicago Bulls,90,Milwaukee Bucks,97,0
49375,2009,Box Score,Phoenix Suns,91,New Orleans Hornets,104,0
49376,2009,Box Score,Minnesota Timberwolves,89,Orlando Magic,100,0
49377,2009,Box Score,Los Angeles Lakers,114,Philadelphia 76ers,102,0
49378,2009,Box Score,Miami Heat,93,Utah Jazz,89,0
49379,2009,Box Score,Portland Trail Blazers,98,Washington Wizards,92,0
49380,2009,Box Score,Phoenix Suns,97,Dallas Mavericks,112,0
49381,2009,Box Score,San Antonio Spurs,108,Denver Nuggets,91,0
49382,2009,Box Score,New York Knicks,95,Atlanta Hawks,98,0
49383,2009,Box Score,Portland Trail Blazers,78,Boston Celtics,93,0
49384,2009,Box Score,Indiana Pacers,73,Cleveland Cavaliers,97,0
49385,2009,Box Score,Philadelphia 76ers,96,Detroit Pistons,91,0
49386,2009,Box Score,Golden State Warriors,112,Houston Rockets,131,0
49387,2009,Box Score,Los Angeles Clippers,81,Memphis Grizzlies,93,0
49388,2009,Box Score,Charlotte Bobcats,96,Milwaukee Bucks,101,0
49389,2009,Box Score,Minnesota Timberwolves,84,New Jersey Nets,113,0
49390,2009,Box Score,Oklahoma City Thunder,89,Orlando Magic,98,0
49391,2009,Box Score,Toronto Raptors,87,Utah Jazz,114,0
49392,2009,Box Score,Los Angeles Lakers,106,Washington Wizards,104,0
49393,2009,Box Score,Cleveland Cavaliers,94,Charlotte Bobcats,74,0
49394,2009,Box Score,Washington Wizards,110,Chicago Bulls,117,0
49395,2009,Box Score,Atlanta Hawks,98,Dallas Mavericks,100,0
49396,2009,Box Score,Oklahoma City Thunder,99,Miami Heat,105,0
49397,2009,Box Score,Los Angeles Clippers,107,Minnesota Timberwolves,84,0
49398,2009,Box Score,Memphis Grizzlies,87,New Orleans Hornets,106,0
49399,2009,Box Score,New Jersey Nets,95,Philadelphia 76ers,84,0
49400,2009,Box Score,Utah Jazz,104,Phoenix Suns,106,0
49401,2009,Box Score,Denver Nuggets,118,Sacramento Kings,85,0
49402,2009,Box Score,Golden State Warriors,88,San Antonio Spurs,123,0
49403,2009,Box Score,Boston Celtics,122,Indiana Pacers,117,0
49404,2009,Box Score,Milwaukee Bucks,92,Los Angeles Lakers,105,0
49405,2009,Box Score,Detroit Pistons,92,New York Knicks,104,0
49406,2009,Box Score,Portland Trail Blazers,98,Toronto Raptors,97,0
49407,2009,Box Score,Orlando Magic,95,Los Angeles Clippers,88,0
49408,2009,Box Score,Houston Rockets,97,Memphis Grizzlies,109,0
49409,2009,Box Score,Charlotte Bobcats,96,Miami Heat,100,0
49410,2009,Box Score,Golden State Warriors,112,Oklahoma City Thunder,102,0
49411,2009,Box Score,New York Knicks,100,Chicago Bulls,105,0
49412,2009,Box Score,Toronto Raptors,94,Cleveland Cavaliers,114,0
49413,2009,Box Score,San Antonio Spurs,133,Dallas Mavericks,126,0
49414,2009,Box Score,Atlanta Hawks,84,Houston Rockets,92,0
49415,2009,Box Score,Utah Jazz,99,Minnesota Timberwolves,96,0
49416,2009,Box Score,Milwaukee Bucks,110,Phoenix Suns,125,0
49417,2009,Box Score,Orlando Magic,109,Portland Trail Blazers,108,0
49418,2009,Box Score,Los Angeles Lakers,101,Sacramento Kings,113,0
49419,2009,Box Score,Detroit Pistons,94,Washington Wizards,107,0
49420,2009,Box Score,Minnesota Timberwolves,105,Denver Nuggets,116,0
49421,2009,Box Score,Milwaukee Bucks,96,Golden State Warriors,119,0
49422,2009,Box Score,Phoenix Suns,110,Los Angeles Lakers,115,0
49423,2009,Box Score,New York Knicks,121,New Jersey Nets,109,0
49424,2009,Box Score,Charlotte Bobcats,89,New Orleans Hornets,105,0
49425,2009,Box Score,Memphis Grizzlies,108,Oklahoma City Thunder,102,0
49426,2009,Box Score,Cleveland Cavaliers,101,Philadelphia 76ers,93,0
49427,2009,Box Score,Atlanta Hawks,89,San Antonio Spurs,95,0
49428,2009,Box Score,Indiana Pacers,88,Toronto Raptors,101,0
49429,2009,Box Score,Charlotte Bobcats,90,Dallas Mavericks,95,0
49430,2009,Box Score,Portland Trail Blazers,88,Utah Jazz,97,0
49431,2009,Box Score,Boston Celtics,122,Washington Wizards,88,0
49432,2009,Box Score,New Orleans Hornets,82,Boston Celtics,94,0
49433,2009,Box Score,Philadelphia 76ers,72,Cleveland Cavaliers,88,0
49434,2009,Box Score,Indiana Pacers,110,Detroit Pistons,114,0
49435,2009,Box Score,Houston Rockets,119,Golden State Warriors,108,0
49436,2009,Box Score,Sacramento Kings,103,Los Angeles Lakers,112,0
49437,2009,Box Score,Chicago Bulls,96,Memphis Grizzlies,103,0
49438,2009,Box Score,Atlanta Hawks,87,Miami Heat,73,0
49439,2009,Box Score,San Antonio Spurs,98,Minnesota Timberwolves,86,0
49440,2009,Box Score,Toronto Raptors,101,New Jersey Nets,79,0
49441,2009,Box Score,Orlando Magic,112,Phoenix Suns,113,0
49442,2009,Box Score,Los Angeles Clippers,120,Portland Trail Blazers,112,0
49443,2009,Box Score,Cleveland Cavaliers,92,Atlanta Hawks,97,0
49444,2009,Box Score,Detroit Pistons,90,Charlotte Bobcats,86,0
49445,2009,Box Score,New Jersey Nets,104,Chicago Bulls,113,0
49446,2009,Box Score,Oklahoma City Thunder,99,Dallas Mavericks,103,0
49447,2009,Box Score,Golden State Warriors,105,Denver Nuggets,123,0
49448,2009,Box Score,Houston Rockets,82,Los Angeles Clippers,95,0
49449,2009,Box Score,Indiana Pacers,103,Milwaukee Bucks,121,0
49450,2009,Box Score,Washington Wizards,89,Philadelphia 76ers,104,0
49451,2009,Box Score,New York Knicks,114,Sacramento Kings,90,0
49452,2009,Box Score,Orlando Magic,103,Utah Jazz,94,0
49453,2009,Box Score,Minnesota Timberwolves,86,Los Angeles Lakers,98,0
49454,2009,Box Score,Miami Heat,86,Memphis Grizzlies,102,0
49455,2009,Box Score,Oklahoma City Thunder,104,San Antonio Spurs,109,0
49456,2009,Box Score,New Orleans Hornets,99,Toronto Raptors,91,0
49457,2009,Box Score,Charlotte Bobcats,79,Atlanta Hawks,83,0
49458,2009,Box Score,Utah Jazz,91,Boston Celtics,100,0
49459,2009,Box Score,Denver Nuggets,98,Dallas Mavericks,88,0
49460,2009,Box Score,Orlando Magic,109,Golden State Warriors,98,0
49461,2009,Box Score,Milwaukee Bucks,98,Miami Heat,83,0
49462,2009,Box Score,New York Knicks,103,Phoenix Suns,111,0
49463,2009,Box Score,Minnesota Timberwolves,103,Sacramento Kings,118,0
49464,2009,Box Score,New Jersey Nets,94,Toronto Raptors,87,0
49465,2009,Box Score,Indiana Pacers,118,Washington Wizards,98,0
49466,2009,Box Score,Chicago Bulls,101,Charlotte Bobcats,110,0
49467,2009,Box Score,Denver Nuggets,96,Houston Rockets,108,0
49468,2009,Box Score,New York Knicks,114,Los Angeles Lakers,116,0
49469,2009,Box Score,New Orleans Hornets,91,Memphis Grizzlies,84,0
49470,2009,Box Score,Los Angeles Clippers,98,Oklahoma City Thunder,88,0
49471,2009,Box Score,Sacramento Kings,77,Portland Trail Blazers,109,0
49472,2009,Box Score,Boston Celtics,88,Atlanta Hawks,85,0
49473,2009,Box Score,Los Angeles Clippers,109,Chicago Bulls,115,0
49474,2009,Box Score,Washington Wizards,74,Detroit Pistons,88,0
49475,2009,Box Score,Golden State Warriors,120,Indiana Pacers,127,0
49476,2009,Box Score,Cleveland Cavaliers,93,Minnesota Timberwolves,70,0
49477,2009,Box Score,Utah Jazz,103,New Jersey Nets,92,0
49478,2009,Box Score,San Antonio Spurs,83,New Orleans Hornets,90,0
49479,2009,Box Score,Milwaukee Bucks,88,Philadelphia 76ers,93,0
49480,2009,Box Score,Dallas Mavericks,96,Toronto Raptors,86,0
49481,2009,Box Score,San Antonio Spurs,78,Orlando Magic,90,0
49482,2009,Box Score,Phoenix Suns,119,Portland Trail Blazers,124,0
49483,2009,Box Score,Golden State Warriors,99,Atlanta Hawks,115,0
49484,2009,Box Score,Chicago Bulls,108,Boston Celtics,126,0
49485,2009,Box Score,Cleveland Cavaliers,105,Denver Nuggets,88,0
49486,2009,Box Score,Utah Jazz,120,Detroit Pistons,114,0
49487,2009,Box Score,Sacramento Kings,96,Houston Rockets,107,0
49488,2009,Box Score,Los Angeles Clippers,117,Indiana Pacers,109,0
49489,2009,Box Score,Charlotte Bobcats,112,Memphis Grizzlies,83,0
49490,2009,Box Score,Los Angeles Lakers,87,Miami Heat,89,0
49491,2009,Box Score,Dallas Mavericks,97,New Jersey Nets,121,0
49492,2009,Box Score,Milwaukee Bucks,105,New York Knicks,81,0
49493,2009,Box Score,Toronto Raptors,83,Oklahoma City Thunder,91,0
49494,2009,Box Score,Philadelphia 76ers,109,Washington Wizards,103,0
49495,2009,Box Score,Golden State Warriors,110,Charlotte Bobcats,103,0
49496,2009,Box Score,Utah Jazz,98,Chicago Bulls,106,0
49497,2009,Box Score,Los Angeles Clippers,85,Milwaukee Bucks,119,0
49498,2009,Box Score,Houston Rockets,109,Minnesota Timberwolves,102,0
49499,2009,Box Score,Miami Heat,106,New Jersey Nets,103,0
49500,2009,Box Score,Sacramento Kings,90,New Orleans Hornets,99,0
49501,2009,Box Score,Los Angeles Lakers,103,Orlando Magic,106,0
49502,2009,Box Score,Indiana Pacers,95,Philadelphia 76ers,94,0
49503,2009,Box Score,Denver Nuggets,101,Phoenix Suns,108,0
49504,2009,Box Score,Toronto Raptors,97,San Antonio Spurs,107,0
49505,2009,Box Score,Detroit Pistons,78,Atlanta Hawks,85,0
49506,2009,Box Score,New York Knicks,105,Boston Celtics,124,0
49507,2009,Box Score,Cleveland Cavaliers,102,Oklahoma City Thunder,91,0
49508,2009,Box Score,Dallas Mavericks,97,Washington Wizards,86,0
49509,2009,Box Score,Portland Trail Blazers,89,Denver Nuggets,97,0
49510,2009,Box Score,Toronto Raptors,97,Los Angeles Clippers,75,0
49511,2009,Box Score,Los Angeles Lakers,105,Memphis Grizzlies,96,0
49512,2009,Box Score,Houston Rockets,114,New Jersey Nets,91,0
49513,2009,Box Score,Golden State Warriors,81,Orlando Magic,113,0
49514,2009,Box Score,Sacramento Kings,85,San Antonio Spurs,101,0
49515,2009,Box Score,Oklahoma City Thunder,88,Atlanta Hawks,99,0
49516,2009,Box Score,Philadelphia 76ers,91,Boston Celtics,110,0
49517,2009,Box Score,Washington Wizards,72,Charlotte Bobcats,80,0
49518,2009,Box Score,Houston Rockets,90,Cleveland Cavaliers,99,0
49519,2009,Box Score,Memphis Grizzlies,82,Dallas Mavericks,100,0
49520,2009,Box Score,Chicago Bulls,98,Detroit Pistons,104,0
49521,2009,Box Score,New Jersey Nets,108,Indiana Pacers,107,0
49522,2009,Box Score,Golden State Warriors,88,Miami Heat,96,0
49523,2009,Box Score,Utah Jazz,86,Milwaukee Bucks,94,0
49524,2009,Box Score,Los Angeles Lakers,100,New Orleans Hornets,87,0
49525,2009,Box Score,Denver Nuggets,92,Portland Trail Blazers,101,0
49526,2009,Box Score,Minnesota Timberwolves,93,San Antonio Spurs,99,0
49527,2009,Box Score,Washington Wizards,89,Cleveland Cavaliers,93,0
49528,2009,Box Score,Boston Celtics,83,Los Angeles Lakers,92,0
49529,2009,Box Score,New Orleans Hornets,68,Orlando Magic,88,0
49530,2009,Box Score,San Antonio Spurs,91,Phoenix Suns,90,0
49531,2009,Box Score,Dallas Mavericks,102,Portland Trail Blazers,94,0
49532,2009,Box Score,Philadelphia 76ers,101,Denver Nuggets,105,0
49533,2009,Box Score,Oklahoma City Thunder,88,Detroit Pistons,90,0
49534,2009,Box Score,Boston Celtics,89,Golden State Warriors,99,0
49535,2009,Box Score,Indiana Pacers,105,Memphis Grizzlies,108,0
49536,2009,Box Score,Chicago Bulls,77,Miami Heat,90,0
49537,2009,Box Score,Charlotte Bobcats,95,New Jersey Nets,87,0
49538,2009,Box Score,Houston Rockets,79,New Orleans Hornets,88,0
49539,2009,Box Score,Minnesota Timberwolves,120,New York Knicks,107,0
49540,2009,Box Score,Toronto Raptors,107,Sacramento Kings,101,0
49541,2009,Box Score,Dallas Mavericks,88,Utah Jazz,97,0
49542,2009,Box Score,Chicago Bulls,117,Atlanta Hawks,129,0
49543,2009,Box Score,New Jersey Nets,114,Charlotte Bobcats,103,0
49544,2009,Box Score,Utah Jazz,115,Houston Rockets,120,0
49545,2009,Box Score,Detroit Pistons,87,Milwaukee Bucks,76,0
49546,2009,Box Score,Orlando Magic,118,Minnesota Timberwolves,94,0
49547,2009,Box Score,Toronto Raptors,89,Portland Trail Blazers,102,0
49548,2009,Box Score,Memphis Grizzlies,103,San Antonio Spurs,106,0
49549,2009,Box Score,Oklahoma City Thunder,95,Washington Wizards,104,0
49550,2009,Box Score,Miami Heat,86,Cleveland Cavaliers,93,0
49551,2009,Box Score,New Orleans Hornets,105,Indiana Pacers,103,0
49552,2009,Box Score,Dallas Mavericks,98,Los Angeles Clippers,76,0
49553,2009,Box Score,Golden State Warriors,113,Los Angeles Lakers,130,0
49554,2009,Box Score,Denver Nuggets,117,New York Knicks,110,0
49555,2009,Box Score,Boston Celtics,108,Sacramento Kings,63,0
49556,2009,Box Score,Denver Nuggets,91,Atlanta Hawks,109,0
